rules,support,confidence,lift
{root vegetablesmayonnaisechocolate} => {other vegetables},0.000508388,0.833333333,4.306796287
{root vegetablesmayonnaisecoffee} => {yogurt},0.000508388,1,7.168367347
{yogurtmayonnaisecoffee} => {root vegetables},0.000508388,1,9.174440299
{beefwhipped/sour creammayonnaise} => {whole milk},0.000508388,1,3.913649025
{sausagebeefmayonnaise} => {root vegetables},0.000508388,1,9.174440299
{beeftropical fruitmayonnaise} => {root vegetables},0.000508388,1,9.174440299
{beeftropical fruitmayonnaise} => {other vegetables},0.000508388,1,5.168155544
{beefyogurtmayonnaise} => {root vegetables},0.000711744,0.875,8.027635261
{beefroot vegetablesmayonnaise} => {other vegetables},0.000813421,0.888888889,4.593916039
{beefother vegetablesmayonnaise} => {root vegetables},0.000813421,0.888888889,8.155058043
{beefyogurtmayonnaise} => {other vegetables},0.000711744,0.875,4.522136101
{yogurtmayonnaisefruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablesmayonnaisefruit/vegetable juice} => {yogurt},0.000508388,0.833333333,5.973639456
{pip fruitroot vegetablesmayonnaise} => {yogurt},0.000508388,0.833333333,5.973639456
{pip fruityogurtmayonnaise} => {root vegetables},0.000508388,0.833333333,7.645366915
{sausagemayonnaiseshopping bags} => {rolls/buns},0.000508388,0.833333333,4.530587802
{tropical fruitroot vegetablesmayonnaise} => {yogurt},0.000610066,0.857142857,6.144314869
{tropical fruitroot vegetablesmayonnaise} => {other vegetables},0.000610066,0.857142857,4.429847609
{root vegetablessoft cheesesalt} => {whole milk},0.000508388,1,3.913649025
{whole milksoft cheesesalt} => {root vegetables},0.000508388,1,9.174440299
{onionssliced cheesesalt} => {whole milk},0.000508388,1,3.913649025
{whole milksliced cheesesalt} => {onions},0.000508388,1,32.24590164
{onionsbuttersalt} => {whole milk},0.000508388,0.833333333,3.261374188
{onionsdomestic eggssalt} => {whole milk},0.000610066,0.857142857,3.354556307
{onionswhipped/sour creamsalt} => {root vegetables},0.000508388,1,9.174440299
{root vegetablessaltchocolate} => {whole milk},0.000508388,1,3.913649025
{whole milksaltchocolate} => {root vegetables},0.000508388,0.833333333,7.645366915
{saltmargarinebottled beer} => {other vegetables},0.000508388,1,5.168155544
{other vegetablessaltbottled beer} => {margarine},0.000508388,1,17.07465278
{butterdomestic eggssalt} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitbuttersalt} => {whole milk},0.000508388,1,3.913649025
{tropical fruitbuttersalt} => {yogurt},0.000508388,1,7.168367347
{butteryogurtsalt} => {tropical fruit},0.000508388,0.833333333,7.941698966
{butteryogurtsalt} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablesbuttersalt} => {yogurt},0.000508388,1,7.168367347
{butteryogurtsalt} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitdomestic eggssalt} => {root vegetables},0.000610066,1,9.174440299
{pip fruitdomestic eggssalt} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetablesdomestic eggssalt} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetablesdomestic eggssalt} => {whole milk},0.000813421,0.888888889,3.478799133
{other vegetablesdomestic eggssalt} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milksaltfruit/vegetable juice} => {root vegetables},0.000508388,0.833333333,7.645366915
{whole milksaltfruit/vegetable juice} => {other vegetables},0.000610066,1,5.168155544
{root vegetablesyogurtsalt} => {whipped/sour cream},0.000508388,0.833333333,11.62529551
{pip fruitother vegetablessalt} => {whole milk},0.000508388,0.833333333,3.261374188
{whipped/sour creamfrozen dessertbaking powder} => {other vegetables},0.000508388,1,5.168155544
{other vegetablesfrozen dessertbaking powder} => {whipped/sour cream},0.000508388,0.833333333,11.62529551
{porkfrozen dessertsugar} => {other vegetables},0.000508388,1,5.168155544
{root vegetablesfrozen vegetablesfrozen dessert} => {other vegetables},0.000508388,0.833333333,4.306796287
{curdfrozen dessertrolls/buns} => {whole milk},0.000508388,0.833333333,3.261374188
{frozen dessertrolls/bunsbottled beer} => {whole milk},0.000508388,0.833333333,3.261374188
{citrus fruitfrozen dessertdomestic eggs} => {rolls/buns},0.000508388,0.833333333,4.530587802
{tropical fruitroot vegetablesfrozen dessert} => {other vegetables},0.000813421,0.888888889,4.593916039
{tropical fruityogurtfrozen dessert} => {whole milk},0.000813421,0.888888889,3.478799133
{root vegetablesyogurtfrozen dessert} => {other vegetables},0.000610066,0.857142857,4.429847609
{root vegetablesyogurtfrozen dessert} => {whole milk},0.000610066,0.857142857,3.354556307
{other vegetablesyogurtfrozen dessert} => {whole milk},0.000711744,0.875,3.424442897
{packaged fruit/vegetablesfrozen vegetablesrolls/buns} => {whole milk},0.000508388,1,3.913649025
{packaged fruit/vegetablesrolls/bunssoda} => {whole milk},0.000508388,0.833333333,3.261374188
{onionsother vegetablescanned vegetables} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitdessertcanned vegetables} => {yogurt},0.000508388,1,7.168367347
{chickenroot vegetablescanned vegetables} => {other vegetables},0.000508388,1,5.168155544
{frozen vegetablesdomestic eggscanned vegetables} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesfrozen vegetablescanned vegetables} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablesbrown breadcanned vegetables} => {whole milk},0.000610066,0.857142857,3.354556307
{whole milkbrown breadcanned vegetables} => {other vegetables},0.000610066,0.857142857,4.429847609
{citrus fruitpip fruitcanned vegetables} => {other vegetables},0.000508388,0.833333333,4.306796287
{roll products floursugar} => {whole milk},0.000508388,1,3.913649025
{yogurtroll products flour} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablesroll products flour} => {yogurt},0.000508388,0.833333333,5.973639456
{yogurtsoft cheeseroll products } => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablessoft cheeseroll products } => {yogurt},0.000508388,0.833333333,5.973639456
{hamburger meatwhole milkroll products } => {other vegetables},0.000508388,0.833333333,4.306796287
{rolls/bunsroll products sugar} => {whole milk},0.000508388,1,3.913649025
{chickencitrus fruitroll products } => {whole milk},0.000508388,1,3.913649025
{chickenroot vegetablesroll products } => {whole milk},0.000508388,0.833333333,3.261374188
{chickenyogurtroll products } => {other vegetables},0.000508388,1,5.168155544
{root vegetablesroll products coffee} => {sausage},0.000508388,0.833333333,8.869949495
{other vegetablesfrozen vegetablesroll products } => {whole milk},0.000711744,0.875,3.424442897
{whole milkfrozen vegetablesroll products } => {other vegetables},0.000711744,0.875,4.522136101
{beefbutterroll products } => {whole milk},0.000508388,1,3.913649025
{beefdomestic eggsroll products } => {sausage},0.000508388,0.833333333,8.869949495
{sausagebeefroll products } => {domestic eggs},0.000508388,0.833333333,13.13434829
{sausagedomestic eggsroll products } => {beef},0.000508388,1,19.06007752
{beefdomestic eggsroll products } => {whole milk},0.000508388,0.833333333,3.261374188
{sausagebeefroll products } => {whole milk},0.000508388,0.833333333,3.261374188
{frankfurterroot vegetablesroll products } => {rolls/buns},0.000508388,0.833333333,4.530587802
{frankfurterrolls/bunsroll products } => {root vegetables},0.000508388,0.833333333,7.645366915
{whole milkbrown breadroll products } => {other vegetables},0.000508388,1,5.168155544
{yogurtroll products margarine} => {root vegetables},0.000610066,0.857142857,7.86380597
{butterdomestic eggsroll products } => {whole milk},0.000508388,1,3.913649025
{butterwhipped/sour creamroll products } => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitbutterroll products } => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesbutterroll products } => {whole milk},0.000508388,1,3.913649025
{butterrolls/bunsroll products } => {whole milk},0.000508388,1,3.913649025
{root vegetablesdomestic eggsroll products } => {whole milk},0.000508388,0.833333333,3.261374188
{citrus fruitroll products fruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{yogurtroll products fruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{pip fruitfrozen mealsfrozen fish} => {tropical fruit},0.000508388,0.833333333,7.941698966
{pip fruitfrozen mealsfrozen fish} => {yogurt},0.000508388,0.833333333,5.973639456
{yogurtfrozen mealsfrozen fish} => {pip fruit},0.000508388,0.833333333,11.01590502
{pip fruitfrozen mealsfrozen fish} => {other vegetables},0.000508388,0.833333333,4.306796287
{pip fruitfrozen mealsfrozen fish} => {whole milk},0.000508388,0.833333333,3.261374188
{yogurtfrozen mealsfrozen fish} => {root vegetables},0.000508388,0.833333333,7.645366915
{yogurtfrozen mealsfrozen fish} => {other vegetables},0.000508388,0.833333333,4.306796287
{yogurtfrozen mealsfrozen fish} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetablesfrozen mealsfrozen fish} => {whole milk},0.000711744,1,3.913649025
{whole milkfrozen mealsfrozen fish} => {other vegetables},0.000711744,1,5.168155544
{sliced cheesefrozen fishbrown bread} => {pip fruit},0.000508388,1,13.21908602
{pip fruitfrozen fishbrown bread} => {sliced cheese},0.000508388,0.833333333,34.00760719
{pip fruitsliced cheesebrown bread} => {frozen fish},0.000508388,0.833333333,71.26811594
{tropical fruitsliced cheesefrozen fish} => {pip fruit},0.000508388,1,13.21908602
{other vegetablessliced cheesefrozen fish} => {pip fruit},0.000508388,0.833333333,11.01590502
{root vegetablessliced cheesefrozen fish} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milksliced cheesefrozen fish} => {root vegetables},0.000508388,0.833333333,7.645366915
{onionsyogurtfrozen fish} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetablesfrozen fishlong life bakery product} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkfrozen fishlong life bakery product} => {other vegetables},0.000508388,1,5.168155544
{chickenother vegetablesfrozen fish} => {whole milk},0.000508388,0.833333333,3.261374188
{chickenwhole milkfrozen fish} => {other vegetables},0.000508388,0.833333333,4.306796287
{root vegetablesfrozen vegetablesfrozen fish} => {other vegetables},0.000610066,0.857142857,4.429847609
{yogurtfrozen vegetablesfrozen fish} => {whole milk},0.000610066,0.857142857,3.354556307
{curdfrozen fishdomestic eggs} => {whole milk},0.000508388,1,3.913649025
{root vegetablescurdfrozen fish} => {yogurt},0.000508388,0.833333333,5.973639456
{curdyogurtfrozen fish} => {root vegetables},0.000508388,1,9.174440299
{root vegetablescurdfrozen fish} => {whole milk},0.000610066,1,3.913649025
{curdyogurtfrozen fish} => {whole milk},0.000508388,1,3.913649025
{other vegetablescurdfrozen fish} => {whole milk},0.000610066,1,3.913649025
{porkfrozen fishsoda} => {whole milk},0.000610066,1,3.913649025
{whole milkfrozen fishsoda} => {pork},0.000610066,0.857142857,14.86772487
{frankfurterpip fruitfrozen fish} => {tropical fruit},0.000508388,0.833333333,7.941698966
{frankfurterpip fruitfrozen fish} => {other vegetables},0.000508388,0.833333333,4.306796287
{frankfurterroot vegetablesfrozen fish} => {yogurt},0.000508388,0.833333333,5.973639456
{frankfurterroot vegetablesfrozen fish} => {other vegetables},0.000508388,0.833333333,4.306796287
{frankfurterroot vegetablesfrozen fish} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitfrozen fishbrown bread} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitfrozen fishbrown bread} => {pip fruit},0.000508388,1,13.21908602
{butterfrozen fishfruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{root vegetablesbutterfrozen fish} => {whole milk},0.000508388,0.833333333,3.261374188
{butteryogurtfrozen fish} => {whole milk},0.000508388,1,3.913649025
{tropical fruitfrozen fishfruit/vegetable juice} => {yogurt},0.000610066,0.857142857,6.144314869
{whole milkfrozen fishfruit/vegetable juice} => {yogurt},0.000610066,0.857142857,6.144314869
{tropical fruitpip fruitfrozen fish} => {other vegetables},0.001016777,0.833333333,4.306796287
{pip fruityogurtfrozen fish} => {whole milk},0.000915099,0.9,3.522284123
{pip fruitwhole milkfrozen fish} => {other vegetables},0.001118454,0.846153846,4.373054691
{sausagewhole milkfrozen fish} => {tropical fruit},0.000508388,0.833333333,7.941698966
{root vegetablesyogurtfrozen fish} => {whole milk},0.001220132,0.857142857,3.354556307
{other vegetablesyogurtfrozen fish} => {whole milk},0.001220132,0.857142857,3.354556307
{hamburger meatrolls/bunscake bar} => {other vegetables},0.000508388,0.833333333,4.306796287
{hamburger meatother vegetablescake bar} => {rolls/buns},0.000508388,0.833333333,4.530587802
{other vegetablesfruit/vegetable juicecake bar} => {rolls/buns},0.000508388,0.833333333,4.530587802
{pip fruitwhipped/sour creamcake bar} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitwhipped/sour creamcake bar} => {pip fruit},0.000508388,0.833333333,11.01590502
{whole milkwhipped/sour creamcake bar} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitpastrycake bar} => {whole milk},0.000610066,0.857142857,3.354556307
{root vegetablespastrycake bar} => {soda},0.000508388,0.833333333,4.778911565
{sausageother vegetablescake bar} => {rolls/buns},0.000508388,0.833333333,4.530587802
{sausagerolls/bunscake bar} => {whole milk},0.000813421,0.8,3.13091922
{sausageother vegetablescake bar} => {whole milk},0.000508388,0.833333333,3.261374188
{sodacandyseasonal products} => {yogurt},0.000508388,0.833333333,5.973639456
{yogurtcandyseasonal products} => {soda},0.000508388,0.833333333,4.778911565
{yogurtcandyseasonal products} => {rolls/buns},0.000508388,0.833333333,4.530587802
{rolls/bunscandyseasonal products} => {yogurt},0.000508388,1,7.168367347
{yogurtwafflesseasonal products} => {other vegetables},0.000508388,0.833333333,4.306796287
{frozen vegetablesrolls/bunsseasonal products} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruitwhole milkseasonal products} => {other vegetables},0.000508388,0.833333333,4.306796287
{coffeesodadishes} => {other vegetables},0.000508388,0.833333333,4.306796287
{whole milkcoffeedishes} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitrolls/bunsdishes} => {napkins},0.000508388,0.833333333,15.91423948
{whole milkbrown breaddishes} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruitbutterdishes} => {whole milk},0.000610066,0.857142857,3.354556307
{butteryogurtdishes} => {whole milk},0.000610066,0.857142857,3.354556307
{yogurtpastrydishes} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruitother vegetablesdishes} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitbottled waterdishes} => {whole milk},0.000508388,1,3.913649025
{butteroilmustard} => {whole milk},0.000508388,1,3.913649025
{root vegetablesoilmustard} => {whole milk},0.000610066,1,3.913649025
{tropical fruitmustardlong life bakery product} => {chocolate},0.000508388,1,20.15368852
{tropical fruitmustardchocolate} => {long life bakery product},0.000508388,0.833333333,22.27128623
{mustardlong life bakery productchocolate} => {other vegetables},0.000711744,0.875,4.522136101
{other vegetablesmustardlong life bakery product} => {chocolate},0.000711744,0.875,17.63447746
{other vegetablesmustardchocolate} => {long life bakery product},0.000711744,1,26.72554348
{beeftropical fruitmustard} => {whole milk},0.000508388,0.833333333,3.261374188
{margarinemustardbottled water} => {whole milk},0.000508388,1,3.913649025
{butterwhipped/sour creammustard} => {whole milk},0.000508388,1,3.913649025
{root vegetablesbuttermustard} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetablesbuttermustard} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesmustardnewspapers} => {other vegetables},0.000508388,1,5.168155544
{other vegetablesdomestic eggsmustard} => {rolls/buns},0.000610066,0.857142857,4.660033167
{yogurtmustardfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{sausagepip fruitmustard} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitmustardbottled water} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitmustardbottled water} => {whole milk},0.000508388,0.833333333,3.261374188
{yogurtmustardbottled water} => {whole milk},0.000508388,1,3.913649025
{hamsodared/blush wine} => {whole milk},0.000508388,1,3.913649025
{hamwhole milkred/blush wine} => {soda},0.000508388,0.833333333,4.778911565
{sodared/blush winenapkins} => {bottled beer},0.000508388,0.833333333,10.34827441
{yogurtbottled beerred/blush wine} => {other vegetables},0.000508388,0.833333333,4.306796287
{bottled waterred/blush winenewspapers} => {rolls/buns},0.000610066,0.857142857,4.660033167
{other vegetablesdomestic eggsred/blush wine} => {soda},0.000508388,0.833333333,4.778911565
{other vegetablesdomestic eggsred/blush wine} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesfruit/vegetable juicered/blush wine} => {other vegetables},0.000508388,1,5.168155544
{citrus fruitother vegetablesred/blush wine} => {root vegetables},0.000508388,0.833333333,7.645366915
{sausagetropical fruitred/blush wine} => {other vegetables},0.000508388,1,5.168155544
{root vegetablesbottled waterred/blush wine} => {other vegetables},0.000508388,0.833333333,4.306796287
{whole milkbottled waterred/blush wine} => {other vegetables},0.000508388,0.833333333,4.306796287
{root vegetablesrolls/bunsred/blush wine} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablesyogurtred/blush wine} => {whole milk},0.000813421,0.8,3.13091922
{whole milkyogurtred/blush wine} => {other vegetables},0.000813421,0.8,4.134524435
{berriespastrypot plants} => {whole milk},0.000508388,1,3.913649025
{tropical fruitberriespot plants} => {whole milk},0.000508388,1,3.913649025
{other vegetableslong life bakery productpot plants} => {whole milk},0.000508388,1,3.913649025
{other vegetablesbutterpot plants} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetablespastrypot plants} => {tropical fruit},0.000508388,0.833333333,7.941698966
{sodapot plantsshopping bags} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitbottled waterpot plants} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitsodapot plants} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetablesfrozen vegetableschewing gum} => {whole milk},0.000508388,1,3.913649025
{whole milkfrozen vegetableschewing gum} => {other vegetables},0.000508388,0.833333333,4.306796287
{curdyogurtchewing gum} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkcurdchewing gum} => {yogurt},0.000508388,0.833333333,5.973639456
{pip fruitother vegetableschewing gum} => {whole milk},0.000610066,0.857142857,3.354556307
{sausagechewing gumshopping bags} => {soda},0.000711744,0.875,5.017857143
{tropical fruitroot vegetableschewing gum} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruityogurtchewing gum} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesyogurtchewing gum} => {whole milk},0.000508388,1,3.913649025
{hamburger meatbuttercanned fish} => {other vegetables},0.000508388,1,5.168155544
{hamburger meatother vegetablescanned fish} => {butter},0.000508388,1,18.04587156
{canned fishbottled beerhygiene articles} => {whole milk},0.000610066,1,3.913649025
{other vegetablescanned fishhygiene articles} => {whole milk},0.000508388,1,3.913649025
{yogurtsugarcanned fish} => {whole milk},0.000508388,1,3.913649025
{root vegetablescanned fishcoffee} => {other vegetables},0.000508388,1,5.168155544
{whole milkcanned fishcoffee} => {other vegetables},0.000508388,0.833333333,4.306796287
{whipped/sour creamfrozen vegetablescanned fish} => {yogurt},0.000508388,1,7.168367347
{whipped/sour creamfrozen vegetablescanned fish} => {other vegetables},0.000508388,1,5.168155544
{root vegetablesfrozen vegetablescanned fish} => {other vegetables},0.000610066,1,5.168155544
{whole milkfrozen vegetablescanned fish} => {other vegetables},0.000610066,0.857142857,4.429847609
{curdwhipped/sour creamcanned fish} => {yogurt},0.000508388,1,7.168367347
{whipped/sour creamcanned fishnapkins} => {whole milk},0.000508388,0.833333333,3.261374188
{pastrycanned fishnapkins} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitcanned fishnapkins} => {other vegetables},0.000508388,0.833333333,4.306796287
{frankfurteryogurtcanned fish} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablescanned fishbottled beer} => {whole milk},0.000508388,1,3.913649025
{whole milkmargarinecanned fish} => {yogurt},0.000508388,0.833333333,5.973639456
{butterdomestic eggscanned fish} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitbuttercanned fish} => {other vegetables},0.000508388,0.833333333,4.306796287
{butteryogurtcanned fish} => {other vegetables},0.000508388,0.833333333,4.306796287
{whipped/sour creamdomestic eggscanned fish} => {whole milk},0.000508388,1,3.913649025
{yogurtdomestic eggscanned fish} => {whole milk},0.000610066,0.857142857,3.354556307
{other vegetablescanned fishfruit/vegetable juice} => {root vegetables},0.000508388,0.833333333,7.645366915
{tropical fruitwhipped/sour creamcanned fish} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitpastrycanned fish} => {other vegetables},0.000508388,1,5.168155544
{whole milkrolls/bunscanned fish} => {yogurt},0.000610066,1,7.168367347
{frozen vegetablespastadetergent} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkfrozen vegetablespasta} => {detergent},0.000508388,0.833333333,43.36419753
{other vegetablespastadetergent} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetablesflourpasta} => {whole milk},0.000508388,1,3.913649025
{whole milkflourpasta} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetableshard cheesepasta} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetableshard cheesepasta} => {root vegetables},0.000508388,1,9.174440299
{root vegetableshard cheesepasta} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkhard cheesepasta} => {root vegetables},0.000508388,1,9.174440299
{other vegetableshard cheesepasta} => {whole milk},0.000508388,1,3.913649025
{whole milkhard cheesepasta} => {other vegetables},0.000508388,1,5.168155544
{root vegetablespastahygiene articles} => {whole milk},0.000508388,0.833333333,3.261374188
{chickenwhipped/sour creampasta} => {other vegetables},0.000508388,0.833333333,4.306796287
{chickenroot vegetablespasta} => {other vegetables},0.000508388,0.833333333,4.306796287
{chickenroot vegetablespasta} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetablesfrozen vegetablespasta} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkfrozen vegetablespasta} => {other vegetables},0.000508388,0.833333333,4.306796287
{beefwhole milkpasta} => {root vegetables},0.000711744,0.875,8.027635261
{porkroot vegetablespasta} => {whole milk},0.000813421,0.888888889,3.478799133
{porkwhole milkpasta} => {root vegetables},0.000813421,0.888888889,8.155058043
{frankfurterroot vegetablespasta} => {other vegetables},0.000508388,1,5.168155544
{pastamargarinebottled water} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetablespastabottled water} => {margarine},0.000508388,0.833333333,14.22887731
{sausagewhipped/sour creampasta} => {other vegetables},0.000508388,0.833333333,4.306796287
{root vegetableswhipped/sour creampasta} => {whole milk},0.000813421,0.8,3.13091922
{citrus fruittropical fruitpasta} => {other vegetables},0.000508388,0.833333333,4.306796287
{sausageroot vegetablespasta} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesherbsbutter milk} => {whole milk},0.000508388,1,3.913649025
{herbswhole milkbutter milk} => {root vegetables},0.000508388,0.833333333,7.645366915
{herbssliced cheeserolls/buns} => {whole milk},0.000508388,1,3.913649025
{root vegetablesherbsoil} => {whole milk},0.000508388,0.833333333,3.261374188
{hamburger meatherbsrolls/buns} => {other vegetables},0.000508388,1,5.168155544
{hamburger meatherbswhole milk} => {other vegetables},0.000610066,1,5.168155544
{herbsbutterhygiene articles} => {bottled water},0.000508388,0.833333333,7.539865072
{herbsbottled waterhygiene articles} => {butter},0.000508388,0.833333333,15.0382263
{herbsbutterhygiene articles} => {whole milk},0.000508388,0.833333333,3.261374188
{herbsbottled waterhygiene articles} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesherbshygiene articles} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesherbslong life bakery product} => {whole milk},0.000508388,0.833333333,3.261374188
{herbswhole milklong life bakery product} => {root vegetables},0.000508388,1,9.174440299
{chickenherbsdomestic eggs} => {whole milk},0.000711744,1,3.913649025
{chickencitrus fruitherbs} => {root vegetables},0.000508388,0.833333333,7.645366915
{chickencitrus fruitherbs} => {whole milk},0.000508388,0.833333333,3.261374188
{herbswhipped/sour creamfrozen vegetables} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitherbsfrozen vegetables} => {citrus fruit},0.000508388,0.833333333,10.06859132
{pip fruitherbsfrozen vegetables} => {root vegetables},0.000508388,0.833333333,7.645366915
{pip fruitherbsfrozen vegetables} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitherbsfrozen vegetables} => {citrus fruit},0.000508388,0.833333333,10.06859132
{citrus fruitherbsfrozen vegetables} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitherbsfrozen vegetables} => {whole milk},0.000610066,1,3.913649025
{beefherbsbottled beer} => {root vegetables},0.000508388,1,9.174440299
{beefherbsbutter} => {root vegetables},0.000711744,1,9.174440299
{beefherbswhipped/sour cream} => {whole milk},0.000610066,0.857142857,3.354556307
{herbscurdwhipped/sour cream} => {whole milk},0.000711744,1,3.913649025
{citrus fruitherbscurd} => {other vegetables},0.000610066,0.857142857,4.429847609
{tropical fruitherbscurd} => {whole milk},0.000711744,1,3.913649025
{herbscurdrolls/buns} => {root vegetables},0.000508388,1,9.174440299
{root vegetablesherbscurd} => {whole milk},0.001220132,0.857142857,3.354556307
{root vegetablesherbsnapkins} => {whole milk},0.000508388,0.833333333,3.261374188
{herbswhole milknapkins} => {root vegetables},0.000508388,0.833333333,7.645366915
{porkherbsbutter} => {rolls/buns},0.000508388,0.833333333,4.530587802
{porktropical fruitherbs} => {whole milk},0.000508388,1,3.913649025
{herbsbutterbottled beer} => {bottled water},0.000508388,0.833333333,7.539865072
{herbsrolls/bunsbottled beer} => {root vegetables},0.000508388,0.833333333,7.645366915
{herbsother vegetablesbottled beer} => {root vegetables},0.000813421,0.8,7.339552239
{herbswhipped/sour creambrown bread} => {other vegetables},0.000610066,1,5.168155544
{herbswhipped/sour creambrown bread} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitherbsbrown bread} => {root vegetables},0.000508388,0.833333333,7.645366915
{tropical fruitherbsbrown bread} => {other vegetables},0.000610066,1,5.168155544
{tropical fruitherbsbrown bread} => {whole milk},0.000508388,0.833333333,3.261374188
{herbsother vegetablesbrown bread} => {whole milk},0.000915099,0.818181818,3.202076475
{herbswhole milkbrown bread} => {other vegetables},0.000915099,1,5.168155544
{herbsrolls/bunsmargarine} => {whole milk},0.000508388,1,3.913649025
{herbswhole milkmargarine} => {other vegetables},0.000813421,0.8,4.134524435
{herbsdomestic eggsbottled water} => {butter},0.000508388,0.833333333,15.0382263
{tropical fruitherbsbutter} => {whole milk},0.000610066,1,3.913649025
{herbsbutterrolls/buns} => {whole milk},0.000813421,0.8,3.13091922
{citrus fruitherbsdomestic eggs} => {whole milk},0.000610066,0.857142857,3.354556307
{root vegetablesherbsdomestic eggs} => {whole milk},0.000915099,0.818181818,3.202076475
{herbsyogurtdomestic eggs} => {other vegetables},0.000508388,0.833333333,4.306796287
{herbsyogurtdomestic eggs} => {whole milk},0.000508388,0.833333333,3.261374188
{herbsdomestic eggsrolls/buns} => {whole milk},0.000508388,1,3.913649025
{herbsother vegetablesdomestic eggs} => {whole milk},0.001016777,0.833333333,3.261374188
{herbsyogurtfruit/vegetable juice} => {other vegetables},0.000610066,1,5.168155544
{herbsyogurtfruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{herbsother vegetablesfruit/vegetable juice} => {whole milk},0.001016777,0.833333333,3.261374188
{herbswhole milkfruit/vegetable juice} => {other vegetables},0.001016777,0.909090909,4.698323222
{pip fruitherbswhipped/sour cream} => {other vegetables},0.000711744,1,5.168155544
{citrus fruitherbswhipped/sour cream} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruitherbswhipped/sour cream} => {whole milk},0.000508388,0.833333333,3.261374188
{herbswhipped/sour creamshopping bags} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitherbswhipped/sour cream} => {whole milk},0.000915099,0.9,3.522284123
